TABLE->,HYDR-PARM2,HYDR-PARM2,HYDR-PARM2,HYDR-PARM2,HYDR-PARM2,HYDR-PARM2,HYDR-INIT,HYDR-INIT,HYDR-INIT,HYDR-INIT,HYDR-INIT,HYDR-INIT,HYDR-INIT,HYDR-INIT,HYDR-INIT,HYDR-INIT,HYDR-INIT
PS0_6150_6160,1,4.1,91.84,NA,0.5,NA,10.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS2_5560_5100,1,23.79,209.92,NA,0.5,NA,1216.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS3_5100_5080,1,62.51,354.24,NA,0.5,NA,4453.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_2790_3290,1,51.21,879.04,NA,0.5,NA,1634.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_4220_3900,1,27.3,111.52,NA,0.5,NA,864.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU0_3601_3602,1,9.18,324.72,NA,0.5,NA,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS2_6660_6490,1,5.17,39.36,NA,0.5,NA,99.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS4_5080_4380,1,8.98,49.2,NA,0.5,NA,805.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS3_6460_6230,1,66.55,783.92,NA,0.5,NA,2668.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU3_2510_3290,1,42.83,357.52,NA,0.5,NA,1042.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_3900_3750,1,10.05,72.16,NA,0.5,NA,377.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS3_5990_6161,1,33.77,1741.68,NA,0.5,NA,1205.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS2_6490_6420,1,12.84,121.36,NA,0.5,NA,329.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_3770_3600,1,54.96,733.08,NA,0.5,NA,1722.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_2840_3080,1,45.6,593.68,NA,0.5,NA,928.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU3_3290_3390,1,9.57,39.36,NA,0.5,NA,484.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS0_6160_6161,1,8.26,114.8,NA,0.5,NA,61.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS2_6420_6360,1,8.08,101.68,NA,0.5,NA,224.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU3_3390_3730,1,15.79,67.24,NA,0.5,NA,881.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_3630_3590,1,39.11,605.16,NA,0.5,NA,740.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_3080_3640,1,9.42,68.88,NA,0.5,NA,241.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU1_3030_3440,1,25.78,390.32,NA,0.5,NA,404.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS3_6161_6280,1,2.23,13.12,NA,0.5,NA,89.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS3_6280_6230,1,8.83,59.04,NA,0.5,NA,388.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS4_6230_6360,1,4.98,19.68,NA,0.5,NA,371.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU0_3611_3530,1,5.76,196.8,NA,0.5,NA,27.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_4340_3860,1,52.35,1200.48,NA,0.5,NA,1309.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU0_3871_3690,1,16.57,498.56,NA,0.5,NA,160.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU3_4280_3860,1,75.02,1400.56,NA,0.5,NA,3262.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS4_6360_5840,1,4.29,19.68,NA,0.5,NA,397.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS4_5840_5240,1,46.87,272.24,NA,0.5,NA,5262.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU3_3860_3610,1,37.95,255.84,NA,0.5,NA,2446.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU1_3100_3690,1,28.27,656,NA,0.5,NA,413.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS5_5240_5200,1,54.05,285.36,NA,0.5,NA,6970.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS5_5200_4380,1,3.98,13.12,NA,0.5,NA,522.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS5_4380_4370,1,56.87,164,NA,0.5,NA,11992.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_3180_3370,1,17.1,400.16,NA,0.5,NA,175.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_6050_5190,1,13.39,334.56,NA,0.5,NA,207.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_3370_4020,1,27.59,298.48,NA,0.5,NA,557.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS5_4370_4150,1,5.29,37.72,NA,0.5,NA,1121.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_4360_4160,1,35.85,482.16,NA,0.5,NA,939.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU0_6080_5620,1,18.33,856.08,NA,0.5,NA,411.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU1_3170_3580,1,17.57,514.96,NA,0.5,NA,154.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_4160_3930,1,13.32,111.52,NA,0.5,NA,427.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_5190_4310,1,46.13,767.52,NA,0.5,NA,1508.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU1_5520_5210,1,20.94,2174.64,NA,0.5,NA,218.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_3140_3680,1,35.93,1587.52,NA,0.5,NA,972.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU1_3580_3780,1,10.79,186.96,NA,0.5,NA,145.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU1_3940_3970,1,19.66,1111.92,NA,0.5,NA,264.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU1_5820_5380,1,11.94,1141.44,NA,0.5,NA,47.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU0_5620_5380,1,16.26,288.64,NA,0.5,NA,500.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_5700_5210,1,35.13,1538.32,NA,0.5,NA,760.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU3_3680_3890,1,4.64,78.72,NA,0.5,NA,156.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU1_3850_4190,1,15.6,984,NA,0.5,NA,152.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU3_5210_5050,1,21.19,511.68,NA,0.5,NA,746.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU1_5380_5050,1,21.63,406.72,NA,0.5,NA,790.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU4_5050_4310,1,18.54,223.04,NA,0.5,NA,1490.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU4_4310_4210,1,49.89,216.48,NA,0.5,NA,5887.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU1_4840_4760,1,10,2,NA,0.5,NA,15380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU1_4190_4300,1,10,2,NA,0.5,NA,2923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU4_4210_4170,1,13.98,65.6,NA,0.5,NA,1667.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_4720_4750,1,15.9,419.84,NA,0.5,NA,210.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU1_4760_4450,1,6.89,459.2,NA,0.5,NA,77.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU1_4300_4440,1,5.14,459.2,NA,0.5,NA,96.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_4750_4450,1,3.99,180.4,NA,0.5,NA,59.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU3_4450_4440,1,10,2,NA,0.5,NA,44389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU4_4440_3970,1,2.03,59.04,NA,0.5,NA,97.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU4_3970_3890,1,33.13,285.36,NA,0.5,NA,2180.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU4_3890_3990,1,2.28,9.84,NA,0.5,NA,179.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU4_3990_3780,1,2.04,9.84,NA,0.5,NA,160.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU4_3780_3930,1,10.49,39.36,NA,0.5,NA,915.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU5_3930_4170,1,10.1,36.08,NA,0.5,NA,1115.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU5_4170_4020,1,3.66,16.4,NA,0.5,NA,729.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU6_4020_3870,1,6.08,22.96,NA,0.5,NA,1307.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU6_3870_3690,1,25.34,59.04,NA,0.5,NA,18863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU6_3690_3610,1,3.85,9.84,NA,0.5,NA,877.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU6_3610_3530,1,10.85,22.96,NA,0.5,NA,8462.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU6_3530_3440,1,1.59,3.28,NA,0.5,NA,424.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU6_3440_3590,1,5.66,8.2,NA,0.5,NA,1551.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU6_3590_3640,1,2.62,4.92,NA,0.5,NA,737.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU6_3640_3600,1,5.58,8.2,NA,0.5,NA,1638.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU6_3600_3602,1,9.89,21.32,NA,0.5,NA,8108.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU6_3602_3730,1,7.38,16.4,NA,0.5,NA,6059.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU6_3730_3750,1,9.14,11.48,NA,0.5,NA,3106.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU6_3750_3752,1,10.2,29.52,NA,0.5,NA,9109.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU6_3752_4080,1,10.11,13.12,NA,0.5,NA,7293.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU6_4080_4180,1,3.69,9.84,NA,0.5,NA,1330.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU6_4180_4150,1,10.1,27.88,NA,0.5,NA,3806.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM7_4150_4290,1,10.54,31.16,NA,0.5,NA,5469.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM7_4290_4200,1,2.73,4.92,NA,0.5,NA,1585.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM7_4200_4410,1,7.82,13.12,NA,0.5,NA,4592.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM7_4410_4620,1,12.68,9.84,NA,0.5,NA,8054.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM7_4620_4580,1,9.33,4.92,NA,0.5,NA,6141.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM7_4580_4820,1,19.79,137.76,NA,0.5,NA,13272.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM7_4820_0001,1,3.4,32.8,NA,0.5,NA,2285.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
end
