specifier,FLOW,HEAT,NH3X,NO23,ORGN,TOTN,PO4X,PIPX,ORGP,TOTP,TSSX,ORGC,TSED,acre
SW1_1450_1510-N42097, 0.9756763E+04, 0.1402340E+06, 0.6735519E+04, 0.4610952E+05, 0.2035813E+05, 0.7320315E+05, 0.1241717E+04, 0.7145053E+03, 0.3167503E+03, 0.2272972E+04, 0.1435510E+07, 0.3127571E+06, 0.7097751E+03, 0.5151430E+04
SW7_1460_1640-N42081, 0.4463337E+03, 0.5666557E+04, 0.2546456E+03, 0.1651691E+04, 0.9454873E+03, 0.2851824E+04, 0.6729221E+02, 0.2877988E+02, 0.1491121E+02, 0.1109833E+03, 0.1206464E+06, 0.1400714E+05, 0.5965251E+02, 0.2094621E+03
SW7_1460_1640-N42093, 0.4817227E+04, 0.5728694E+05, 0.4924029E+04, 0.3428752E+05, 0.1478943E+05, 0.5400098E+05, 0.6724672E+03, 0.9054149E+03, 0.2457473E+03, 0.1823630E+04, 0.1667100E+07, 0.1952371E+06, 0.8242825E+03, 0.3405841E+04
SW7_1460_1640-N42097, 0.6130356E+05, 0.9102011E+06, 0.1246968E+06, 0.3870548E+06, 0.2191763E+06, 0.7309278E+06, 0.1611898E+05, 0.4484023E+04, 0.5466691E+04, 0.2606969E+05, 0.1062252E+08, 0.2533101E+07, 0.5252209E+04, 0.2891529E+05
SW7_1460_1640-N42119, 0.2099138E+05, 0.2958986E+06, 0.3147615E+05, 0.1359354E+06, 0.8718844E+05, 0.2546000E+06, 0.4471001E+04, 0.1283067E+04, 0.1255867E+04, 0.7009934E+04, 0.3631341E+07, 0.9425111E+06, 0.1795484E+04, 0.9069107E+04
SW7_1470_1340-N42035, 0.3058770E+05, 0.4031772E+06, 0.6655107E+04, 0.3037134E+05, 0.2380148E+05, 0.6082793E+05, 0.9030078E+03, 0.4267951E+03, 0.3458959E+03, 0.1675699E+04, 0.2361176E+07, 0.3174071E+06, 0.1167462E+04, 0.1468396E+05
SW7_1470_1340-N42081, 0.5767516E+05, 0.7588267E+06, 0.5724265E+05, 0.1490521E+06, 0.8954491E+05, 0.2958396E+06, 0.7238918E+04, 0.1676949E+04, 0.2259693E+04, 0.1117556E+05, 0.6839160E+07, 0.1127096E+07, 0.3381559E+04, 0.2692532E+05
SW4_1490_1400-N42023, 0.4706661E+05, 0.6016324E+06, 0.4549088E+04, 0.2171907E+05, 0.2198988E+05, 0.4825805E+05, 0.9205142E+03, 0.4794848E+03, 0.5559471E+03, 0.1955946E+04, 0.1776146E+07, 0.4007145E+06, 0.8781988E+03, 0.2695010E+05
SW4_1490_1400-N42033, 0.7695382E+03, 0.1077868E+05, 0.5577303E+02, 0.2989630E+03, 0.3051988E+03, 0.6599349E+03, 0.2153874E+02, 0.7205198E+01, 0.9671199E+01, 0.3841513E+02, 0.1093728E+05, 0.5501042E+04, 0.5407841E+01, 0.3640980E+03
SW4_1490_1400-N42035, 0.3679652E+05, 0.5162096E+06, 0.4663533E+04, 0.1944247E+05, 0.1907141E+05, 0.4317741E+05, 0.5284788E+03, 0.2150950E+03, 0.3456295E+03, 0.1089203E+04, 0.1725956E+07, 0.2535912E+06, 0.8533832E+03, 0.1780281E+05
SW1_1510_1680-N42037, 0.1053106E+05, 0.1338681E+06, 0.7519105E+04, 0.5186685E+05, 0.2100182E+05, 0.8038778E+05, 0.1657197E+04, 0.8377064E+03, 0.3257299E+03, 0.2820633E+04, 0.2359728E+07, 0.2910466E+06, 0.1166746E+04, 0.5363761E+04
SW1_1510_1680-N42093, 0.3443161E+05, 0.3968355E+06, 0.4151083E+05, 0.2527416E+06, 0.1194980E+06, 0.4137504E+06, 0.4498671E+04, 0.5662175E+04, 0.1651592E+04, 0.1181244E+05, 0.7880472E+07, 0.1464266E+07, 0.3896426E+04, 0.2453874E+05
SW1_1510_1680-N42097, 0.1581050E+05, 0.2198888E+06, 0.1860606E+05, 0.1254878E+06, 0.5408350E+05, 0.1981773E+06, 0.1983198E+04, 0.1118951E+04, 0.5340689E+03, 0.3636219E+04, 0.1942603E+07, 0.6180234E+06, 0.9605027E+03, 0.8279036E+04
SW0_1520_1600-N42027, 0.9116133E+05, 0.1006003E+07, 0.1360581E+05, 0.5205381E+05, 0.5165962E+05, 0.1173192E+06, 0.1481248E+04, 0.6595571E+03, 0.8795119E+03, 0.3020317E+04, 0.5812162E+07, 0.1336181E+07, 0.2873770E+04, 0.7342563E+05
SW0_1520_1600-N42035, 0.4695513E+05, 0.5292468E+06, 0.2659474E+04, 0.1045546E+05, 0.1171868E+05, 0.2483362E+05, 0.7297271E+03, 0.3494182E+03, 0.4376369E+03, 0.1516782E+04, 0.1205086E+07, 0.3249848E+06, 0.5958439E+03, 0.2311349E+05
SW5_1540_1400-N42023, 0.5879616E+04, 0.7457470E+05, 0.4945148E+03, 0.2580528E+04, 0.2527687E+04, 0.5602730E+04, 0.1302852E+03, 0.7028303E+02, 0.6991171E+02, 0.2704799E+03, 0.1344498E+06, 0.4793562E+05, 0.6647749E+02, 0.3364737E+04
SW5_1540_1400-N42027, 0.4507223E+05, 0.6144798E+06, 0.1043016E+05, 0.4948214E+05, 0.4243937E+05, 0.1023517E+06, 0.4356954E+03, 0.2302827E+03, 0.3981441E+03, 0.1064122E+04, 0.1933295E+07, 0.5714500E+06, 0.9559003E+03, 0.3603048E+05
SW5_1540_1400-N42033, 0.1140536E+06, 0.1583918E+07, 0.1404212E+05, 0.6620766E+05, 0.5653582E+05, 0.1367856E+06, 0.2902453E+04, 0.9137202E+03, 0.1449591E+04, 0.5265765E+04, 0.7230631E+07, 0.8736032E+06, 0.3575120E+04, 0.5384004E+05
SW5_1540_1400-N42035, 0.6705562E+05, 0.9328346E+06, 0.9184549E+04, 0.3766414E+05, 0.3653441E+05, 0.8338309E+05, 0.1270040E+04, 0.5414622E+03, 0.7371230E+03, 0.2548625E+04, 0.2339333E+07, 0.5127255E+06, 0.1156662E+04, 0.3238944E+05
SW5_1540_1400-N42047, 0.1217560E+05, 0.1548878E+06, 0.9282465E+03, 0.5018365E+04, 0.4566852E+04, 0.1051346E+05, 0.3061321E+03, 0.1106561E+03, 0.1673352E+03, 0.5841234E+03, 0.1905819E+06, 0.8843227E+05, 0.9423148E+02, 0.6277327E+04
SW1_1560_1460-H42027, 0.1303491E+05, 0.1573050E+06, 0.1140591E+04, 0.5329442E+04, 0.5442149E+04, 0.1191218E+05, 0.1323331E+03, 0.5007855E+02, 0.7985999E+02, 0.2622718E+03, 0.1687918E+06, 0.7028437E+05, 0.8345753E+02, 0.5669012E+04
SW1_1560_1460-H42119, 0.1702900E+05, 0.2067016E+06, 0.2186038E+04, 0.8741105E+04, 0.8851313E+04, 0.1977846E+05, 0.2176986E+03, 0.1090867E+03, 0.1202172E+03, 0.4470027E+03, 0.4197471E+06, 0.1136376E+06, 0.2075401E+03, 0.7809107E+04
SW1_1560_1460-N42035, 0.7735625E+03, 0.9201123E+04, 0.4281006E+02, 0.2932310E+03, 0.3053768E+03, 0.6414178E+03, 0.7265318E+01, 0.2398394E+01, 0.3835120E+01, 0.1349884E+02, 0.7378277E+04, 0.4008401E+04, 0.3648122E+01, 0.3736590E+03
SW1_1560_1460-N42081, 0.1663688E+04, 0.1963734E+05, 0.1261756E+03, 0.6395129E+03, 0.6667650E+03, 0.1432454E+04, 0.1614576E+02, 0.5862544E+01, 0.8640966E+01, 0.3064927E+02, 0.3972515E+05, 0.9068248E+04, 0.1964174E+02, 0.7975848E+03
SW1_1560_1460-N42119, 0.3021837E+05, 0.3926052E+06, 0.6467199E+04, 0.2714903E+05, 0.2395549E+05, 0.5757171E+05, 0.6367293E+03, 0.2643252E+03, 0.2722192E+03, 0.1173274E+04, 0.1090128E+07, 0.2837133E+06, 0.5390038E+03, 0.1393653E+05
SW1_1570_1640-H42027, 0.7023233E+04, 0.8423931E+05, 0.4323152E+03, 0.2123414E+04, 0.2209246E+04, 0.4764974E+04, 0.6969506E+02, 0.2644807E+02, 0.4026390E+02, 0.1364070E+03, 0.7250502E+05, 0.3342669E+05, 0.3584943E+02, 0.3065596E+04
SW1_1570_1640-H42119, 0.3246804E+05, 0.3924338E+06, 0.2595973E+04, 0.1139550E+05, 0.1159187E+05, 0.2558334E+05, 0.3320074E+03, 0.1506376E+03, 0.2071211E+03, 0.6897661E+03, 0.6832984E+06, 0.1706595E+06, 0.3378507E+03, 0.1497652E+05
SW1_1570_1640-N42119, 0.1463402E+06, 0.1877967E+07, 0.1110101E+06, 0.5314650E+06, 0.3263003E+06, 0.9687758E+06, 0.1827407E+05, 0.5936731E+04, 0.4885168E+04, 0.2909596E+05, 0.1553873E+08, 0.3837524E+07, 0.7682986E+04, 0.6638484E+05
SW3_1580_1440-H42027, 0.3988982E+04, 0.5429375E+05, 0.2195786E+03, 0.1144533E+04, 0.1114393E+04, 0.2478505E+04, 0.4234249E+02, 0.1704680E+02, 0.2239704E+02, 0.8178635E+02, 0.4613378E+05, 0.1930482E+05, 0.2281043E+02, 0.1776987E+04
SW3_1580_1440-H42119, 0.1090427E+04, 0.1490567E+05, 0.8138568E+02, 0.2713668E+03, 0.3531817E+03, 0.7059340E+03, 0.1580334E+02, 0.9318698E+01, 0.9131067E+01, 0.3425311E+02, 0.3925627E+05, 0.6578442E+04, 0.1940991E+02, 0.5109881E+03
SW3_1580_1440-N42027, 0.4167421E+05, 0.5450855E+06, 0.1958323E+05, 0.1070794E+06, 0.6882825E+05, 0.1954909E+06, 0.1858506E+04, 0.8676345E+03, 0.5930598E+03, 0.3319200E+04, 0.5286853E+07, 0.9024911E+06, 0.2614037E+04, 0.3253605E+05
SW3_1580_1440-N42035, 0.2122335E+06, 0.2822975E+07, 0.1817537E+06, 0.4416064E+06, 0.3336558E+06, 0.9570158E+06, 0.2318559E+05, 0.5793699E+04, 0.7839233E+04, 0.3681852E+05, 0.2821129E+08, 0.4011478E+07, 0.1394882E+05, 0.1017247E+06
SW3_1580_1440-N42081, 0.4779785E+03, 0.6366828E+04, 0.2309645E+02, 0.1329131E+03, 0.1240167E+03, 0.2800262E+03, 0.6103421E+01, 0.2496861E+01, 0.2830336E+01, 0.1143062E+02, 0.5802909E+04, 0.2116728E+04, 0.2869196E+01, 0.2346969E+03
SW3_1600_1580-N42027, 0.4537866E+04, 0.5338702E+05, 0.2309883E+04, 0.1094323E+05, 0.8513295E+04, 0.2176641E+05, 0.1346203E+03, 0.7560152E+02, 0.6368814E+02, 0.2739100E+03, 0.3236302E+06, 0.1091748E+06, 0.1600160E+03, 0.3524419E+04
SW3_1600_1580-N42035, 0.1715156E+05, 0.2062598E+06, 0.8248965E+04, 0.2461629E+05, 0.2015104E+05, 0.5301630E+05, 0.1001366E+04, 0.3155041E+03, 0.4109591E+03, 0.1727829E+04, 0.1982549E+07, 0.2557248E+06, 0.9802533E+03, 0.8318458E+04
SW7_1640_1680-N42097, 0.6632447E+04, 0.9288521E+05, 0.1174181E+05, 0.6380244E+05, 0.3130607E+05, 0.1068503E+06, 0.9365026E+03, 0.4944263E+03, 0.3222467E+03, 0.1753175E+04, 0.6018752E+06, 0.3430827E+06, 0.2975917E+03, 0.3322197E+04
SW7_1640_1680-N42119, 0.3282180E+05, 0.4623782E+06, 0.6066546E+05, 0.1333208E+06, 0.9732027E+05, 0.2913065E+06, 0.8997469E+04, 0.1868485E+04, 0.2641119E+04, 0.1350707E+05, 0.4169770E+07, 0.1204612E+07, 0.2061705E+04, 0.1411311E+05
SW5_1650_1540-N42033, 0.2915526E+06, 0.4139866E+07, 0.4620634E+05, 0.2456058E+06, 0.1994898E+06, 0.4913019E+06, 0.1040506E+05, 0.3562504E+04, 0.4635980E+04, 0.1860355E+05, 0.1852037E+08, 0.3342935E+07, 0.9157228E+04, 0.1378398E+06
SW3_1660_1580-N42027, 0.3850009E+05, 0.5073951E+06, 0.1609661E+05, 0.7844436E+05, 0.5480195E+05, 0.1493429E+06, 0.1917540E+04, 0.6109665E+03, 0.7900048E+03, 0.3318512E+04, 0.6107140E+07, 0.7793611E+06, 0.3019620E+04, 0.3002003E+05
SW3_1660_1580-N42035, 0.5114174E+03, 0.6899834E+04, 0.4188202E+02, 0.2688566E+03, 0.2650611E+03, 0.5757997E+03, 0.5138253E+01, 0.1622771E+01, 0.3189436E+01, 0.9950462E+01, 0.7937492E+04, 0.3521931E+04, 0.3924620E+01, 0.2532059E+03
SW7_1680_1760-N42097, 0.9489438E+04, 0.1346657E+06, 0.1367503E+05, 0.5406033E+05, 0.3061209E+05, 0.9834742E+05, 0.2354123E+04, 0.4762685E+03, 0.7325944E+03, 0.3562985E+04, 0.1391966E+07, 0.3484847E+06, 0.6882451E+03, 0.4710503E+04
SW7_1680_1760-N42119, 0.1035725E+05, 0.1433467E+06, 0.9653224E+04, 0.4647662E+05, 0.3141244E+05, 0.8754229E+05, 0.1259773E+04, 0.4376547E+03, 0.3555518E+03, 0.2052980E+04, 0.1454985E+07, 0.3436945E+06, 0.7194040E+03, 0.4661737E+04
SW3_1690_1660-N42027, 0.5784408E+05, 0.7363770E+06, 0.3327150E+05, 0.1583872E+06, 0.1047423E+06, 0.2964011E+06, 0.3295998E+04, 0.1568714E+04, 0.1447003E+04, 0.6311716E+04, 0.5791832E+07, 0.4869685E+06, 0.2852909E+04, 0.4428789E+05
SW4_1720_1650-N42033, 0.1807617E+06, 0.2597733E+07, 0.1217988E+06, 0.1278023E+06, 0.1512713E+06, 0.4008724E+06, 0.1332375E+05, 0.2425292E+04, 0.6015552E+04, 0.2176459E+05, 0.1342706E+08, 0.2526741E+07, 0.6638886E+04, 0.8361098E+05
SW3_1750_1540-N42027, 0.1129812E+06, 0.1595522E+07, 0.3466868E+05, 0.1139093E+06, 0.1104672E+06, 0.2590452E+06, 0.3132624E+04, 0.9379454E+03, 0.1564900E+04, 0.5635469E+04, 0.5279273E+07, 0.1729918E+07, 0.2610289E+04, 0.8794880E+05
SW3_1750_1540-N42033, 0.9014649E+05, 0.1293185E+07, 0.3492970E+05, 0.1014104E+06, 0.9802027E+05, 0.2343604E+06, 0.7024785E+04, 0.1699824E+04, 0.2962344E+04, 0.1168695E+05, 0.7665474E+07, 0.1722785E+07, 0.3790123E+04, 0.4141618E+05
SW2_1770_1690-N42027, 0.9452759E+05, 0.9051631E+06, 0.1804033E+05, 0.7262426E+05, 0.6383628E+05, 0.1545009E+06, 0.2280448E+04, 0.1157713E+04, 0.1073393E+04, 0.4511553E+04, 0.8243286E+07, 0.5020642E+06, 0.4060435E+04, 0.7517509E+05
SW3_1800_1650-N42033, 0.3034096E+05, 0.4295932E+06, 0.8349343E+04, 0.3539576E+05, 0.3228269E+05, 0.7602779E+05, 0.1505250E+04, 0.5517563E+03, 0.6697654E+03, 0.2726771E+04, 0.3488452E+07, 0.5389806E+06, 0.1724833E+04, 0.1418889E+05
SW1_1830_1690-N42027, 0.5946598E+05, 0.7210061E+06, 0.5240543E+05, 0.1953568E+06, 0.1126414E+06, 0.3604037E+06, 0.7626568E+04, 0.2289217E+04, 0.2783769E+04, 0.1269955E+05, 0.7201543E+07, 0.6103344E+06, 0.3547297E+04, 0.3904105E+05
SW4_1860_1720-N42033, 0.6850107E+05, 0.1026984E+07, 0.9558400E+04, 0.4350985E+05, 0.3506065E+05, 0.8812889E+05, 0.9111261E+03, 0.3350377E+03, 0.4835561E+03, 0.1729720E+04, 0.5646929E+07, 0.6982971E+06, 0.2763804E+04, 0.3230568E+05
SW3_1870_1800-H42013, 0.1130221E+04, 0.1490844E+05, 0.1026521E+03, 0.4632437E+03, 0.4794355E+03, 0.1045331E+04, 0.1276427E+02, 0.5752370E+01, 0.6578678E+01, 0.2509532E+02, 0.5765984E+04, 0.9679437E+04, 0.2850938E+01, 0.7151420E+03
SW3_1870_1800-N42021, 0.1641865E+06, 0.2153159E+07, 0.4924734E+05, 0.2100792E+06, 0.1313449E+06, 0.3906715E+06, 0.9658060E+04, 0.2764791E+04, 0.4325950E+04, 0.1674880E+05, 0.1610239E+08, 0.2529176E+07, 0.7961682E+04, 0.1006931E+06
SW3_1870_1800-N42033, 0.2767489E+06, 0.3827030E+07, 0.3694752E+05, 0.1640230E+06, 0.1489991E+06, 0.3499696E+06, 0.1238308E+05, 0.4498723E+04, 0.5363830E+04, 0.2224564E+05, 0.3334066E+08, 0.3415824E+07, 0.1648499E+05, 0.1301077E+06
SW1_1890_1830-N42027, 0.3049158E+05, 0.3690179E+06, 0.6321112E+05, 0.1372374E+06, 0.6413636E+05, 0.2645849E+06, 0.5275669E+04, 0.1549377E+04, 0.1963461E+04, 0.8788508E+04, 0.2782882E+07, 0.4019508E+06, 0.1370777E+04, 0.1653602E+05
SW1_1910_1890-N42027, 0.5385235E+05, 0.5487455E+06, 0.1937308E+05, 0.8504138E+05, 0.6052804E+05, 0.1649425E+06, 0.5042953E+04, 0.2770361E+04, 0.1668286E+04, 0.9481600E+04, 0.5657421E+07, 0.6417096E+06, 0.2786702E+04, 0.3678338E+05
WL0_4420_0000-N24003, 0.2074901E+05, 0.2513092E+06, 0.2387714E+05, 0.6770528E+05, 0.7469753E+05, 0.1662800E+06, 0.1364997E+04, 0.2269624E+04, 0.9336622E+03, 0.4568282E+04, 0.8128965E+06, 0.9384632E+06, 0.4064483E+03, 0.1524633E+05
WL0_4421_0000-N24003, 0.9519844E+04, 0.1146215E+06, 0.1368485E+05, 0.7366027E+05, 0.3904405E+05, 0.1263892E+06, 0.1142525E+04, 0.1206531E+04, 0.6522352E+03, 0.3001291E+04, 0.3619662E+06, 0.4872185E+06, 0.1809830E+03, 0.6821161E+04
WL0_4422_0000-N24003, 0.4339854E+04, 0.5379095E+05, 0.6824662E+04, 0.4181285E+05, 0.1925446E+05, 0.6789197E+05, 0.5164391E+03, 0.5271724E+03, 0.3223311E+03, 0.1365942E+04, 0.1744668E+06, 0.2445096E+06, 0.8723339E+02, 0.3470582E+04
WL0_4423_0000-N24003, 0.2590211E+05, 0.3575956E+06, 0.8110172E+05, 0.1895645E+06, 0.1304083E+06, 0.4010744E+06, 0.1448111E+05, 0.2868873E+04, 0.7870293E+04, 0.2522029E+05, 0.8462589E+06, 0.1438958E+07, 0.4231295E+03, 0.1040063E+05
WL0_4600_0000-N24003, 0.2527537E+05, 0.3195304E+06, 0.1777490E+05, 0.1062891E+06, 0.5378318E+05, 0.1778472E+06, 0.3064615E+04, 0.3988950E+04, 0.1689483E+04, 0.8743049E+04, 0.1812515E+07, 0.9686144E+06, 0.9062576E+03, 0.2164786E+05
WL0_4601_0000-N24003, 0.4312820E+04, 0.5101097E+05, 0.7792202E+04, 0.1745618E+05, 0.2329930E+05, 0.4854768E+05, 0.5913307E+03, 0.8629847E+03, 0.4177355E+03, 0.1872051E+04, 0.1186294E+06, 0.3181819E+06, 0.5931468E+02, 0.2869280E+04
WL0_4602_0000-N24003, 0.9656367E+04, 0.1260265E+06, 0.8108487E+04, 0.3930727E+05, 0.2102599E+05, 0.6844174E+05, 0.2229113E+04, 0.1643589E+04, 0.8218897E+03, 0.4694592E+04, 0.1205192E+07, 0.3555366E+06, 0.6025960E+03, 0.8353329E+04
WL0_4603_0000-N24003, 0.1539728E+05, 0.1856029E+06, 0.2047347E+05, 0.5990424E+05, 0.5882643E+05, 0.1392041E+06, 0.2315974E+04, 0.3056731E+04, 0.1275145E+04, 0.6647850E+04, 0.9631540E+06, 0.9105501E+06, 0.4815770E+03, 0.1105535E+05
WL0_4770_0000-N24003, 0.8403696E+04, 0.1066511E+06, 0.7177566E+04, 0.2692950E+05, 0.2300618E+05, 0.5711325E+05, 0.1543614E+04, 0.1983213E+04, 0.7860519E+03, 0.4312880E+04, 0.7594420E+06, 0.3841877E+06, 0.3797209E+03, 0.7286521E+04
WL0_4771_0000-N24003, 0.8444374E+04, 0.1087169E+06, 0.4385417E+04, 0.2349494E+05, 0.1385641E+05, 0.4173676E+05, 0.1429347E+04, 0.1724700E+04, 0.7037466E+03, 0.3857794E+04, 0.1108362E+07, 0.2823844E+06, 0.5541813E+03, 0.7698845E+04
WL0_4772_0000-N24003, 0.8214402E+04, 0.1091921E+06, 0.7037396E+04, 0.3155003E+05, 0.1439446E+05, 0.5298188E+05, 0.2903356E+04, 0.4025206E+03, 0.9305817E+03, 0.4236458E+04, 0.8817602E+05, 0.1751351E+06, 0.4408801E+02, 0.6001397E+04
WL0_4772_0000-N24009, 0.1874505E+05, 0.2623562E+06, 0.1202439E+05, 0.4164225E+05, 0.2388182E+05, 0.7754848E+05, 0.4064262E+04, 0.1567983E+04, 0.1376451E+04, 0.7008698E+04, 0.1965009E+07, 0.4568848E+06, 0.9825045E+03, 0.1407519E+05
WL0_4920_0000-N24009, 0.7845787E+04, 0.1089254E+06, 0.2669494E+04, 0.2705968E+05, 0.9589031E+04, 0.3931820E+05, 0.1120855E+04, 0.7449447E+03, 0.4295461E+03, 0.2295346E+04, 0.1109518E+07, 0.1971760E+06, 0.5547589E+03, 0.6070913E+04
WL0_4921_0000-N24009, 0.9497333E+04, 0.1336758E+06, 0.2875709E+04, 0.1471133E+05, 0.1022582E+05, 0.2781286E+05, 0.7142515E+03, 0.4136336E+03, 0.2847691E+03, 0.1412654E+04, 0.6824008E+06, 0.1583321E+06, 0.3412004E+03, 0.7683121E+04
WL0_4922_0000-N24009, 0.4745035E+04, 0.6463372E+05, 0.3087251E+04, 0.4052327E+05, 0.9927182E+04, 0.5353770E+05, 0.4950681E+03, 0.2947120E+03, 0.2286287E+03, 0.1018409E+04, 0.5173587E+06, 0.1305468E+06, 0.2586794E+03, 0.3479765E+04
WL0_4925_0000-N24009, 0.3160241E+04, 0.4229537E+05, 0.1745880E+04, 0.4647660E+05, 0.5830735E+04, 0.5405321E+05, 0.2032896E+03, 0.2170483E+03, 0.1279848E+03, 0.5483228E+03, 0.1620111E+06, 0.8462783E+05, 0.8100557E+02, 0.2206755E+04
WL0_4924_0000-N24037, 0.3369501E+04, 0.4719338E+05, 0.1214559E+04, 0.8554167E+04, 0.4194836E+04, 0.1396356E+05, 0.2714963E+03, 0.3344888E+03, 0.1604002E+03, 0.7663853E+03, 0.1166833E+06, 0.8043180E+05, 0.5834167E+02, 0.2908424E+04
WL0_5880_0000-N24037, 0.7451704E+04, 0.1038732E+06, 0.4765073E+04, 0.3651927E+05, 0.1551335E+05, 0.5679770E+05, 0.9295914E+03, 0.1108203E+04, 0.5634045E+03, 0.2601198E+04, 0.2705366E+06, 0.2501894E+06, 0.1352683E+03, 0.6301482E+04
WL0_5881_0000-N24037, 0.1919514E+04, 0.2672706E+05, 0.1581932E+04, 0.1038361E+05, 0.4845548E+04, 0.1681109E+05, 0.2984193E+03, 0.3396792E+03, 0.2038316E+03, 0.8419301E+03, 0.6162670E+05, 0.7759662E+05, 0.3081335E+02, 0.1610048E+04
WM0_3650_0001-N24005, 0.4145787E+05, 0.4916360E+06, 0.3514358E+05, 0.1093916E+06, 0.1068198E+06, 0.2513550E+06, 0.4273626E+04, 0.2677667E+04, 0.2111752E+04, 0.9063044E+04, 0.1183694E+08, 0.7190936E+06, 0.5915572E+04, 0.2535656E+05
WM0_3650_0001-N24510, 0.2483314E+05, 0.2683639E+06, 0.3489036E+05, 0.1227937E+05, 0.8477386E+05, 0.1319436E+06, 0.3067992E+04, 0.2668031E+04, 0.1534850E+04, 0.7270874E+04, 0.1123117E+08, 0.6992368E+06, 0.5612829E+04, 0.1143626E+05
WM1_3660_3910-N24005, 0.3215246E+05, 0.3625247E+06, 0.2015611E+05, 0.3877910E+05, 0.6585210E+05, 0.1247873E+06, 0.5349819E+04, 0.3380313E+04, 0.2605380E+04, 0.1133551E+05, 0.1033254E+08, 0.9784266E+06, 0.5161286E+04, 0.2061182E+05
WM0_3740_0001-N24005, 0.1187402E+05, 0.1392446E+06, 0.1030182E+05, 0.1242731E+05, 0.3452971E+05, 0.5725885E+05, 0.1417358E+04, 0.1293888E+04, 0.8101680E+03, 0.3521413E+04, 0.4550143E+05, 0.5046319E+06, 0.2125368E+02, 0.7541416E+04
WM0_3740_0001-N24510, 0.1856698E+05, 0.2118153E+06, 0.2592470E+05, 0.1236727E+05, 0.6558413E+05, 0.1038761E+06, 0.1183817E+04, 0.1843466E+04, 0.7228232E+03, 0.3750106E+04, 0.9368146E+05, 0.8777824E+06, 0.4375853E+02, 0.1141427E+05
WM0_3741_0000-N24005, 0.1144949E+05, 0.1373744E+06, 0.1134856E+05, 0.1177522E+05, 0.3323806E+05, 0.5636185E+05, 0.1648122E+04, 0.1545542E+04, 0.8681359E+03, 0.4061799E+04, 0.8094247E+06, 0.5864632E+06, 0.4047123E+03, 0.5975896E+04
WM0_3741_0000-N24510, 0.3256669E+03, 0.4139790E+04, 0.2727762E+03, 0.3424625E+03, 0.9241939E+03, 0.1539432E+04, 0.3588415E+02, 0.3650922E+02, 0.2108789E+02, 0.9348125E+02, 0.3006591E+05, 0.1548276E+05, 0.1503296E+02, 0.1840535E+03
WM3_3880_4060-N24005, 0.1981275E+05, 0.2462853E+06, 0.1024473E+05, 0.5332126E+05, 0.3407941E+05, 0.9764541E+05, 0.1643268E+04, 0.9612550E+03, 0.8005969E+03, 0.3405120E+04, 0.4979427E+07, 0.5025734E+06, 0.2483791E+04, 0.1657672E+05
WM3_3880_4060-N24013, 0.5737303E+03, 0.6686705E+04, 0.3000775E+03, 0.2075342E+04, 0.1381241E+04, 0.3756660E+04, 0.5285840E+02, 0.4346389E+02, 0.3278349E+02, 0.1291058E+03, 0.1688418E+06, 0.1833966E+05, 0.8422005E+02, 0.5211718E+03
WM3_3880_4060-N24027, 0.5485468E+04, 0.6737569E+05, 0.2108821E+04, 0.1105692E+05, 0.9102258E+04, 0.2226800E+05, 0.4337816E+03, 0.3892656E+03, 0.2426618E+03, 0.1065709E+04, 0.1241586E+07, 0.1442963E+06, 0.6193166E+03, 0.5093111E+04
WM0_3881_3880-N24005, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.1629201E+05
WM0_3881_3880-N24013, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.8415652E+05
WM1_3882_3880-N24013, 0.4716783E+05, 0.4783209E+06, 0.3953537E+05, 0.2294309E+06, 0.1026878E+06, 0.3716540E+06, 0.1099755E+05, 0.3613802E+04, 0.5194406E+04, 0.1980576E+05, 0.1911165E+08, 0.1327200E+07, 0.9533092E+04, 0.3798885E+05
WM1_3882_3880-N24027, 0.1666772E+05, 0.1781687E+06, 0.8995834E+04, 0.6603325E+05, 0.3049786E+05, 0.1055269E+06, 0.1605364E+04, 0.9195333E+03, 0.8274846E+03, 0.3352381E+04, 0.5521636E+07, 0.4424752E+06, 0.2754251E+04, 0.1579113E+05
WM1_3910_0001-N24005, 0.1202009E+05, 0.1425907E+06, 0.1564770E+05, 0.1371068E+05, 0.4397378E+05, 0.7333218E+05, 0.2427022E+04, 0.1600267E+04, 0.1243487E+04, 0.5270778E+04, 0.2078636E+07, 0.4214534E+06, 0.1038315E+04, 0.6868577E+04
WM1_3910_0001-N24510, 0.2526046E+05, 0.2899947E+06, 0.5126060E+05, 0.1839574E+05, 0.1245149E+06, 0.1941712E+06, 0.1460075E+04, 0.2812450E+04, 0.8872828E+03, 0.5159808E+04, 0.6484062E+07, 0.1009902E+07, 0.3238902E+04, 0.1370077E+05
