land,for,hvf,pas,npa,urs,trp,alf,nal,hyw,nhy,hyo,hom,nho,hwm,nhi,lwm,nlo,rpd,npd,cpd,rex,nex,cex,rcn,ccn,afo,cfo,rid,nid,cid
A54077,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A54093,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B24001,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B24021,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B37005,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B37009,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B42001,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B42009,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B42015,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B42027,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B42035,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B42041,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B42043,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B42055,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B42079,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B42081,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B42119,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B42131,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51003,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51009,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51015,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51017,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51019,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51023,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51035,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51061,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51067,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51071,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51077,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51079,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51091,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51105,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51113,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51125,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51139,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51141,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51157,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51161,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51163,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51165,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51167,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51169,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51171,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51173,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51185,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51187,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51191,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51195,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B51197,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B54023,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B54031,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B54057,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
B54071,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
C42009,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
C51015,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
C51071,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
C51165,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F10005,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F11001,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24001,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24003,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24005,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24009,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24013,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24015,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24017,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24019,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24021,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24023,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24025,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24027,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24029,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24031,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24033,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24035,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24037,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24039,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24041,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24043,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24045,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F24510,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F36003,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F36007,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
F36015,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
