TABLE->,PSTEMP-PARM1,PSTEMP-PARM1,PSTEMP-PARM1,PSTEMP-PARM1,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,PSTEMP-TEMPS,PSTEMP-TEMPS,PSTEMP-TEMPS,PSTEMP-TEMPS
A51071,1,1,1,1,0,1,0,0,0,0,30.63,32.45,35.88,40.66,44.89,48.92,50.79,49.89,46.39,41.04,36.4,31.81,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,29.54,32.81,38.98,47.6,55.2,62.46,65.82,64.21,57.9,48.28,39.92,31.66,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51073,1,1,1,1,0,1,0,0,0,0,35.1,36.58,40.07,44.96,49.3,53.48,55.56,54.46,51.3,45.84,41.24,36.59,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.58,40.25,46.52,55.32,63.15,70.66,74.4,72.43,66.74,56.9,48.63,40.27,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51075,1,1,1,1,0,1,0,0,0,0,33.5,35.28,38.93,44.2,48.44,52.79,54.87,53.81,50.19,44.31,39.44,34.83,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.69,37.9,44.47,53.96,61.59,69.42,73.17,71.26,64.74,54.15,45.38,37.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51077,1,1,1,1,0,1,0,0,0,0,31.56,33.36,36.66,41.09,45.43,49.27,51.15,50.28,46.85,41.48,36.97,32.56,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.21,34.44,40.4,48.36,56.17,63.08,66.47,64.9,58.74,49.07,40.95,33.01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51079,1,1,1,1,0,1,0,0,0,0,32.4,34.42,37.92,43.75,48.05,52.51,54.43,53.24,49.71,43.66,38.68,33.87,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.71,36.36,42.66,53.15,60.89,68.91,72.37,70.23,63.87,52.98,44.02,35.37,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51081,1,1,1,1,0,1,0,0,0,0,34.75,36.52,39.97,44.88,49.29,53.58,55.61,54.39,51.04,45.31,40.72,36.18,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.95,40.14,46.35,55.19,63.12,70.84,74.5,72.3,66.28,55.95,47.7,39.53,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51083,1,1,1,1,0,1,0,0,0,0,33.61,35.46,38.98,43.95,48.34,52.69,54.81,53.72,50.1,44.19,39.34,34.88,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.91,38.23,44.57,53.51,61.42,69.24,73.05,71.09,64.57,53.93,45.2,37.19,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51085,1,1,1,1,0,1,0,0,0,0,33.89,35.69,39.36,44.62,48.79,53.07,55.12,54.07,50.55,44.74,39.93,35.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.39,38.64,45.25,54.71,62.23,69.93,73.61,71.72,65.4,54.93,46.27,37.84,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51087,1,1,1,1,0,1,0,0,0,0,34.54,36.32,39.99,45.13,49.29,53.52,55.56,54.48,51.05,45.33,40.59,35.94,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.57,39.78,46.38,55.64,63.12,70.74,74.41,72.46,66.29,55.99,47.47,39.08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51089,1,1,1,1,0,1,0,0,0,0,33.93,35.7,39.17,44.18,48.44,52.65,54.59,53.56,49.98,44.44,39.64,35.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.48,38.65,44.9,53.92,61.59,69.17,72.67,70.81,64.37,54.38,45.76,37.45,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51091,1,1,1,1,0,1,0,0,0,0,28.98,30.74,34.04,39.22,43.95,48.02,49.87,49.02,45.51,40.09,35.14,30.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26.56,29.73,35.67,44.99,53.51,60.84,64.16,62.64,56.32,46.55,37.65,29.19,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51093,1,1,1,1,0,1,0,0,0,0,35.3,36.89,40.29,45.03,49.38,53.56,55.75,54.6,51.43,45.93,41.31,36.68,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.94,40.8,46.93,55.45,63.29,70.82,74.75,72.67,66.97,57.08,48.75,40.42,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51095,1,1,1,1,0,1,0,0,0,0,35.16,36.76,40.3,45.26,49.56,53.69,55.75,54.61,51.38,45.89,41.27,36.58,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.7,40.57,46.94,55.86,63.62,71.04,74.76,72.7,66.89,57,48.69,40.24,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51097,1,1,1,1,0,1,0,0,0,0,34.61,36.29,39.88,45.01,49.33,53.5,55.48,54.36,51.02,45.38,40.76,36.01,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.7,39.73,46.18,55.42,63.19,70.69,74.27,72.25,66.23,56.09,47.77,39.21,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51099,1,1,1,1,0,1,0,0,0,0,33.71,35.51,39.14,44.44,48.82,53.28,55.39,54.37,50.82,45.03,40.31,35.39,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.08,38.32,44.85,54.4,62.27,70.31,74.1,72.26,65.88,55.45,46.95,38.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51101,1,1,1,1,0,1,0,0,0,0,34.39,36.13,39.77,44.95,49.2,53.42,55.43,54.34,50.92,45.21,40.49,35.76,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.29,39.43,45.98,55.32,62.96,70.56,74.18,72.21,66.06,55.77,47.28,38.77,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51103,1,1,1,1,0,1,0,0,0,0,34.71,36.16,39.65,44.68,49.15,53.49,55.64,54.5,51.24,45.67,41.05,36.28,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.87,39.49,45.78,54.83,62.88,70.67,74.54,72.51,66.64,56.6,48.29,39.71,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51105,1,1,1,1,0,1,0,0,0,0,32.6,34.64,38.16,42.72,47.15,51.05,52.92,52.18,48.84,43.21,38.26,33.76,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.08,36.75,43.1,51.29,59.26,66.29,69.65,68.32,62.31,52.18,43.26,35.17,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51107,1,1,1,1,0,1,0,0,0,0,32.22,33.88,37.52,43.25,47.9,52.45,54.72,53.73,49.93,44.13,38.99,34.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.39,35.38,41.94,52.25,60.61,68.81,72.89,71.12,64.28,53.83,44.59,35.74,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51109,1,1,1,1,0,1,0,0,0,0,33.17,34.99,38.57,43.92,48.21,52.58,54.59,53.54,49.93,44.06,39.22,34.52,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.11,37.37,43.82,53.46,61.18,69.05,72.66,70.76,64.27,53.71,45,36.53,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51111,1,1,1,1,0,1,0,0,0,0,33.92,35.7,39.28,44.24,48.63,52.95,55.02,53.88,50.31,44.51,39.88,35.24,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.46,38.67,45.1,54.04,61.93,69.71,73.44,71.38,64.96,54.51,46.19,37.83,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51113,1,1,1,1,0,1,0,0,0,0,31.65,33.88,37.32,43.43,47.98,52.47,54.45,53.22,49.72,43.32,38.17,33.28,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.37,35.39,41.57,52.58,60.76,68.85,72.4,70.19,63.89,52.38,43.11,34.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51115,1,1,1,1,0,1,0,0,0,0,35.13,36.5,39.89,44.7,49.09,53.35,55.53,54.43,51.32,45.89,41.32,36.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.64,40.1,46.2,54.85,62.77,70.43,74.36,72.38,66.78,57,48.78,40.46,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51117,1,1,1,1,0,1,0,0,0,0,34.25,36.04,39.59,44.53,48.96,53.28,55.38,54.21,50.69,44.85,40.25,35.59,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.06,39.27,45.66,54.56,62.52,70.31,74.09,71.97,65.65,55.13,46.84,38.45,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51119,1,1,1,1,0,1,0,0,0,0,34.77,36.27,39.78,44.81,49.2,53.45,55.55,54.39,51.12,45.57,41,36.28,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.99,39.69,46.01,55.05,62.97,70.62,74.39,72.3,66.42,56.42,48.19,39.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51121,1,1,1,1,0,1,0,0,0,0,32.15,34,37.47,42.37,46.69,50.75,52.66,51.68,48.14,42.8,37.97,33.31,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.27,35.6,41.84,50.67,58.44,65.74,69.18,67.43,61.04,51.44,42.75,34.35,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51125,1,1,1,1,0,1,0,0,0,0,33.36,35.15,38.66,43.92,48.06,52.35,54.36,53.33,49.72,44.15,39.29,34.62,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.45,37.67,43.98,53.46,60.91,68.64,72.24,70.39,63.9,53.86,45.12,36.71,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51127,1,1,1,1,0,1,0,0,0,0,34.89,36.57,40.17,45.25,49.52,53.69,55.69,54.57,51.24,45.63,40.99,36.29,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.2,40.22,46.71,55.85,63.54,71.05,74.64,72.62,66.63,56.54,48.19,39.72,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51131,1,1,1,1,0,1,0,0,0,0,35.3,36.49,39.7,44.32,48.77,53.13,55.39,54.42,51.44,46.07,41.53,36.91,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.94,40.09,45.85,54.18,62.18,70.04,74.11,72.36,67,57.32,49.15,40.84,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51133,1,1,1,1,0,1,0,0,0,0,34.59,36,39.49,44.58,49.12,53.52,55.7,54.63,51.35,45.75,41.09,36.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.67,39.19,45.49,54.64,62.81,70.73,74.65,72.74,66.84,56.75,48.36,39.65,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51135,1,1,1,1,0,1,0,0,0,0,33.85,35.6,39.1,44.09,48.51,52.81,54.92,53.74,50.15,44.43,39.8,35.19,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.33,38.49,44.78,53.77,61.72,69.47,73.26,71.13,64.66,54.37,46.04,37.73,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51137,1,1,1,1,0,1,0,0,0,0,32.73,34.58,38.16,43.58,48.02,52.49,54.48,53.39,49.78,43.83,38.95,34.17,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.31,36.64,43.08,52.84,60.83,68.87,72.47,70.51,64.01,53.29,44.5,35.91,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51139,1,1,1,1,0,1,0,0,0,0,31.98,33.84,37.27,42.7,47.22,51.67,53.61,52.6,48.96,43.29,38.34,33.43,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.96,35.31,41.48,51.26,59.39,67.4,70.9,69.07,62.53,52.31,43.41,34.58,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51141,1,1,1,1,0,1,0,0,0,0,33.6,35.38,38.82,43.58,47.87,51.92,53.79,52.86,49.42,44.02,39.28,34.69,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.89,38.08,44.27,52.85,60.57,67.85,71.23,69.55,63.35,53.63,45.1,36.85,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51143,1,1,1,1,0,1,0,0,0,0,33.63,35.37,38.87,43.81,48.16,52.42,54.47,53.42,49.78,44.06,39.23,34.76,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.93,38.06,44.37,53.26,61.08,68.76,72.45,70.56,64.01,53.71,45.01,36.96,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51145,1,1,1,1,0,1,0,0,0,0,33.62,35.37,38.98,44.17,48.48,52.86,54.97,53.87,50.23,44.42,39.58,35,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.91,38.07,44.56,53.91,61.66,69.55,73.35,71.37,64.81,54.35,45.65,37.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51147,1,1,1,1,0,1,0,0,0,0,33.72,35.57,39.14,44.25,48.59,52.97,54.97,53.88,50.28,44.46,39.62,35.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.1,38.42,44.84,54.06,61.87,69.74,73.34,71.38,64.9,54.44,45.72,37.46,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51149,1,1,1,1,0,1,0,0,0,0,35.07,36.85,40.45,45.48,49.76,53.96,56.06,54.84,51.51,45.84,41.17,36.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.53,40.73,47.22,56.26,63.97,71.53,75.3,73.11,67.12,56.91,48.51,40.06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51153,1,1,1,1,0,1,0,0,0,0,32.54,34.34,38,43.39,47.86,52.31,54.52,53.62,49.88,43.92,39.09,34.21,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.98,36.21,42.8,52.5,60.55,68.56,72.53,70.91,64.19,53.46,44.76,35.98,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51155,1,1,1,1,0,1,0,0,0,0,31.87,33.71,37.09,41.78,46.07,50.05,51.97,51.04,47.55,42.16,37.55,32.99,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.77,35.08,41.15,49.6,57.33,64.5,67.95,66.27,60,50.29,41.99,33.77,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51157,1,1,1,1,0,1,0,0,0,0,31.42,33.63,37.03,43.19,47.77,52.19,54.21,53.06,49.52,43.3,38.14,33.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.95,34.93,41.06,52.14,60.39,68.33,71.97,69.92,63.54,52.34,43.04,33.99,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51159,1,1,1,1,0,1,0,0,0,0,34.42,36.03,39.62,44.78,49.19,53.45,55.47,54.36,50.98,45.26,40.7,35.83,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.36,39.26,45.71,55.01,62.94,70.62,74.25,72.26,66.16,55.87,47.65,38.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51161,1,1,1,1,0,1,0,0,0,0,32.8,34.63,38.17,43.21,47.5,51.64,53.57,52.59,48.94,43.53,38.69,33.97,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.44,36.74,43.11,52.19,59.91,67.35,70.82,69.06,62.49,52.75,44.04,35.55,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51163,1,1,1,1,0,1,0,0,0,0,32.2,33.98,37.51,42.61,46.99,51.1,53.05,52.24,48.48,42.82,37.9,33.29,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.36,35.56,41.91,51.09,58.98,66.38,69.88,68.44,61.66,51.47,42.62,34.33,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51165,1,1,1,1,0,1,0,0,0,0,32.14,33.92,37.4,42.74,47.26,51.61,53.54,52.51,48.91,43.42,38.45,33.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.25,35.45,41.71,51.32,59.46,67.31,70.78,68.92,62.43,52.55,43.6,34.67,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51167,1,1,1,1,0,1,0,0,0,0,31.98,34.05,37.64,42.1,46.47,50.36,52.05,51.33,48.05,42.56,37.82,33.13,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.97,35.69,42.16,50.19,58.04,65.04,68.09,66.8,60.89,51,42.48,34.04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51169,1,1,1,1,0,1,0,0,0,0,33.22,35.34,39.04,43.63,47.86,51.68,53.37,52.61,49.36,43.91,39.03,34.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.19,38,44.67,52.93,60.56,67.42,70.46,69.09,63.25,53.44,44.65,36.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51171,1,1,1,1,0,1,0,0,0,0,31.64,33.47,36.93,42.31,46.91,51.29,53.29,52.3,48.6,42.93,38.07,33.14,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.36,34.65,40.87,50.56,58.83,66.72,70.33,68.54,61.88,51.68,42.93,34.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51173,1,1,1,1,0,1,0,0,0,0,31.54,33.4,36.86,41.33,45.75,49.67,51.47,50.65,47.28,41.79,37.15,32.61,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.17,34.51,40.75,48.79,56.75,63.81,67.05,65.58,59.5,49.62,41.26,33.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
